"LLAVE_AGEB","UNIVERSO_ACT_LEGISLATIVAS","UNIVERSO_AGRICULTURA","UNIVERSO_ALOJAMIENTO_ALIMENTOS_Y_BEBIDAS","UNIVERSO_COMERCIO_MAYOREO","UNIVERSO_COMERCIO_AL_POR_MENOR","UNIVERSO_CONSTRUCCION","UNIVERSO_CORPORATIVOS","UNIVERSO_ELECTRICIDAD_AGUA_Y_GAS","UNIVERSO_IND_MANOFACTURA","UNIVERSO_INF_MEDIOS_MASIVOS","UNIVERSO_MINERIA","UNIVERSO_SERVICIOS_EXCEPTO_GUBERNAMENTALES","UNIVERSO_SERVICIOS_CIENTIFICOS","UNIVERSO_SERVICIOS_EDUCACION","UNIVERSO_SERVICIOS_FINANCIEROS_Y_SEGUROS","UNIVERSO_SERVICIOS_INMOBILIARIOS_Y_ALQUILER","UNIVERSO_SERVICIOS_NEGOCIOS","UNIVERSO_SERVICIOS_RECREATIVOS","UNIVERSO_SERVICIOS_SALUD","UNIVERSO_TRANSPORTE_CORREOS_Y_ALMACENAMIENTO"
"0901700010583",4,0,327,73,1151,0,0,0,57,1,0,59,2,0,0,15,7,18,5,6
"0901700010598",6,0,27,1,9,0,0,1,1,1,0,2,0,2,36,0,1,3,3,1
"0901700010600",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
"0901700010615",0,0,34,2,109,1,0,0,6,0,0,28,4,6,6,1,1,2,6,0
"090170001062A",0,0,69,6,131,3,0,0,13,0,0,46,5,8,0,2,4,1,12,3
"0901700010634",0,0,24,6,60,2,0,0,16,0,0,36,2,3,1,4,4,1,13,10
"0901700010649",0,0,28,8,67,0,0,0,32,0,0,45,5,1,2,4,5,2,13,3
"0901700010653",2,0,27,4,75,1,0,0,18,0,0,37,4,2,3,0,2,1,16,1
"0901700010668",4,0,24,4,41,0,0,0,14,0,0,22,5,5,3,2,3,2,11,3
"0901700010672",0,0,21,2,41,0,0,0,8,0,0,25,1,4,4,2,1,4,10,13
"0901700010687",5,0,172,156,2985,0,0,0,13,1,0,40,2,0,5,2,1,12,5,1
"0901700010691",2,0,26,83,590,0,0,0,10,0,0,30,2,0,7,1,1,4,3,4
"0901700010704",17,0,1,0,1,0,0,0,0,0,0,1,0,12,4,0,0,1,2,0
"0901700010719",1,0,32,9,57,0,0,0,16,0,0,33,16,4,0,2,12,1,9,1
"0901700010723",1,0,10,2,15,0,0,0,5,1,0,11,2,5,4,0,2,2,6,0
"0901700010738",0,0,2,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
"0901700010742",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"0901700010757",0,0,2,1,12,0,0,0,0,0,0,8,1,1,0,0,1,0,2,0
"0901700010761",1,0,2,0,4,0,0,0,2,0,0,9,2,3,2,4,0,0,2,1
"0901700010776",1,0,12,0,19,0,0,0,3,0,0,8,1,4,2,1,1,1,6,1
"0901700010780",2,0,53,13,189,3,0,0,23,0,0,41,13,5,3,4,5,2,12,7
"0901700010795",1,0,70,6,150,1,0,0,9,0,0,9,2,4,27,1,4,1,0,10
"0901700010808",2,0,34,1,101,0,0,0,14,0,0,21,4,4,0,4,1,1,5,0
"0901700010812",0,0,30,1,72,0,0,0,12,1,0,25,3,9,3,1,5,2,8,0
"0901700010827",5,0,12,1,73,0,0,1,4,0,0,12,0,6,0,2,1,9,5,0
"0901700010831",3,0,36,1,171,0,0,0,16,2,0,31,3,11,0,1,2,5,8,0
"0901700010846",4,0,24,4,64,0,0,0,11,1,0,41,2,7,0,3,5,3,11,1
"0901700010865",1,0,36,5,85,1,0,0,14,0,0,49,3,9,0,2,4,2,17,0
"090170001087A",0,0,18,4,65,1,0,0,15,1,0,33,3,1,0,2,3,2,10,1
"0901700010884",2,1,30,5,152,0,0,0,24,0,0,31,4,11,0,1,5,2,14,1
"0901700010899",1,0,17,57,636,0,0,0,14,0,0,21,0,2,4,4,1,1,2,1
"0901700010901",0,0,14,1,30,0,0,0,13,0,0,14,1,0,1,0,0,0,0,3
"0901700010916",1,0,11,0,10,0,0,0,3,1,0,11,2,3,0,1,1,0,4,1
"0901700010920",6,0,1,0,5,0,0,1,0,2,0,3,0,9,15,1,0,1,2,1
"0901700010935",1,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"090170001094A",1,0,4,0,0,0,0,0,1,0,0,5,0,5,0,1,0,3,3,0
"0901700010954",0,0,4,0,3,1,0,0,0,0,0,3,0,6,1,1,0,0,5,0
"0901700010969",0,0,5,2,11,0,0,0,3,0,0,4,8,3,0,0,2,3,16,0
"0901700010973",0,0,3,1,8,0,0,0,0,0,0,9,1,5,2,0,0,0,5,1
"0901700010988",0,0,6,1,9,0,0,0,3,0,0,7,1,1,0,0,1,0,2,0
"0901700010992",0,0,0,0,4,0,0,0,1,0,0,6,0,3,0,0,0,1,0,0
"0901700011007",0,0,29,5,57,0,0,0,4,1,0,6,2,0,6,1,4,3,3,5
"0901700011011",0,0,47,2,91,2,0,0,14,0,0,42,5,4,0,1,2,4,9,8
"0901700011026",0,0,25,4,34,0,0,0,12,0,0,30,2,6,1,2,4,0,5,4
"0901700011030",2,0,151,2,377,0,0,0,16,1,0,54,2,9,0,3,7,1,10,5
"0901700011045",0,0,25,5,33,1,0,1,4,2,0,17,2,0,6,0,6,0,3,6
"090170001105A",0,0,13,3,32,0,0,0,10,0,0,26,4,0,0,1,4,1,8,7
"0901700011064",5,0,76,3,63,1,0,1,21,0,0,24,1,9,2,3,1,4,6,1
"0901700011079",0,0,4,3,5,0,0,0,1,1,0,6,1,3,0,1,2,0,5,0
"0901700011083",0,0,10,0,35,0,0,0,6,0,0,15,3,0,0,2,3,2,7,0
"0901700011098",1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,0,0,1,0
"0901700011100",0,0,9,0,12,0,0,0,2,0,0,8,3,8,1,2,0,0,5,1
"0901700011115",0,0,22,0,34,0,0,1,3,0,0,29,3,4,15,1,0,4,7,0
"090170001112A",0,0,6,0,7,0,0,0,1,0,0,7,2,2,2,1,1,1,2,0
"0901700011134",0,0,9,1,14,1,0,0,3,2,0,8,2,0,7,0,2,2,4,0
"0901700011149",0,0,14,1,64,0,0,0,3,0,0,12,0,5,2,2,2,1,0,0
"0901700011153",0,0,34,1,68,0,0,0,8,0,0,7,0,1,0,0,1,1,3,1
"0901700011168",1,0,37,5,62,0,0,1,18,0,0,32,3,1,1,2,1,1,7,0
"0901700011172",0,0,16,4,37,3,0,0,8,1,0,28,1,1,2,1,1,1,7,0
"0901700011187",1,0,9,5,40,0,0,0,8,0,0,23,2,1,0,1,2,0,7,0
"0901700011191",1,0,9,4,33,1,0,0,11,0,0,19,2,1,2,1,0,0,7,1
"0901700011204",0,0,33,11,60,0,0,0,16,0,0,35,4,4,1,1,6,1,16,8
"0901700011219",0,0,34,5,46,1,0,0,11,0,0,32,0,6,4,0,0,0,14,1
"0901700011223",0,0,111,4,352,1,0,0,16,0,0,44,3,4,3,4,3,3,12,2
"0901700011238",5,0,11,7,47,0,0,0,10,2,0,44,3,11,2,2,2,2,9,3
"0901700011242",0,1,13,7,52,0,0,0,13,0,0,47,2,2,3,4,2,1,11,2
"0901700011257",2,0,77,0,122,0,0,0,5,0,0,13,1,5,4,0,0,1,1,3
"0901700011261",0,0,13,8,39,0,0,0,9,0,0,22,0,2,0,3,1,2,8,2
"0901700011276",1,0,54,8,231,0,0,0,18,0,0,42,3,7,3,1,5,2,13,2
"0901700011280",1,0,43,3,137,2,0,0,8,0,0,40,3,3,12,6,1,1,7,2
"0901700011295",0,0,19,2,57,1,0,0,23,2,0,29,0,4,0,1,8,0,4,0
"0901700011308",1,0,14,8,52,1,0,0,10,0,0,19,1,4,3,0,2,2,6,2
"0901700011312",0,0,9,3,34,0,0,0,4,0,0,13,1,3,2,0,1,0,2,1
"0901700011327",0,0,23,7,36,0,0,0,11,0,0,23,4,2,3,4,2,1,10,0
"0901700011331",1,0,9,5,41,0,0,0,9,1,0,31,6,2,0,1,5,1,10,0
"0901700011346",1,0,5,0,8,1,0,0,1,0,0,5,1,0,0,0,0,0,3,0
"0901700011350",0,0,10,0,19,0,0,0,5,0,0,10,1,6,0,1,1,0,4,0
"0901700011365",0,0,3,0,9,0,0,0,0,0,0,8,1,4,0,0,0,0,12,0
"090170001137A",1,0,14,0,19,1,0,0,5,0,0,12,1,6,0,1,2,1,5,0
"0901700011384",0,0,3,2,9,0,0,0,0,0,0,5,1,8,0,1,1,0,3,1
"0901700011399",1,0,154,28,1044,0,0,0,27,3,0,29,1,3,4,4,7,3,5,0
"0901700011401",2,0,62,14,213,1,0,1,19,0,0,47,5,3,16,9,4,2,13,0
"0901700011416",4,0,29,21,199,2,0,0,26,0,0,45,12,8,10,3,6,1,10,3
"0901700011420",3,0,12,0,14,1,0,0,3,0,0,8,0,0,1,1,1,0,2,0
"0901700011435",1,0,7,0,4,0,0,0,1,0,0,3,0,2,0,0,1,3,0,0
"090170001144A",0,0,15,0,26,0,0,0,3,0,0,7,2,5,1,1,0,2,6,0
"0901700011454",1,0,5,0,14,2,0,1,0,1,0,7,0,1,1,2,1,0,1,1
"0901700011469",0,0,2,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0901700011473",0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
"0901700011488",0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0
"0901700011492",0,0,2,0,7,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
"0901700011505",0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"090170001151A",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"0901700011524",0,0,41,0,103,0,0,0,30,1,0,40,3,8,1,1,5,4,14,0
"1000100010054",0,0,6,0,14,0,0,0,8,0,0,11,0,3,0,1,0,0,2,0
"1000100010069",5,0,33,4,142,0,0,1,14,0,0,33,1,2,3,3,0,4,12,1
"1000100010088",32,0,31,10,98,0,0,0,15,1,0,41,10,5,6,0,3,1,15,0
"1000100010092",6,0,8,3,16,0,0,0,9,2,0,11,0,5,0,1,2,2,4,1
"1000100010105",1,0,2,2,23,0,0,0,5,0,0,11,0,0,0,1,1,1,4,0
"100010001011A",0,0,2,0,6,0,0,0,10,0,0,0,0,3,0,0,0,0,0,0
"1000100010919",1,0,14,4,26,0,0,0,9,0,0,10,1,3,0,3,1,1,4,0
"1000100010938",2,0,2,0,15,0,0,0,6,0,0,7,0,3,0,1,0,2,0,1
"1000100010942",0,0,1,0,11,0,0,0,1,0,0,3,0,2,0,0,0,0,0,0
"1000100010961",2,0,18,7,20,0,0,1,11,0,0,16,3,1,2,0,1,2,2,0
"1000100010976",0,0,5,3,17,0,0,0,7,0,0,10,0,0,0,1,0,0,2,2
"1000100010980",0,0,1,3,4,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0
"1000100010995",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000100011014",0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000100011029",0,0,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
"1000100040887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1000100450872",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000101100887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"1000101150872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000101340834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000103840887",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"100010454082A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000104740834",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000200010189",14,0,18,1,40,0,0,1,5,1,0,18,1,4,1,0,1,1,5,0
"1000200010259",0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000200010278",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000200010282",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000200970244",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000201680225",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1000300010237",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"1000300010241",0,0,0,0,4,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0
"1000300010256",17,0,9,1,25,0,0,1,1,2,0,2,0,2,0,0,0,2,3,0
"1000300010307",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100030001035A",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000300180152",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400010696",6,0,42,5,93,0,0,2,11,1,0,17,7,1,2,4,2,0,12,1
"1000400010709",4,0,20,2,87,0,0,0,9,5,0,13,4,2,7,1,3,0,6,2
"1000400010713",2,0,28,2,43,0,0,0,7,0,1,16,0,0,0,1,0,2,3,0
"1000400010728",3,0,8,3,10,1,0,0,4,0,0,8,0,2,0,0,0,0,2,0
"1000400010732",0,0,12,1,30,0,0,0,6,0,0,9,0,3,0,2,0,4,0,0
"1000400010751",2,0,18,5,37,0,0,0,7,0,0,5,0,3,1,2,2,2,2,2
"1000400011105",0,0,1,1,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"100040001111A",0,0,6,0,9,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
"1000400011247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000400011251",0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
"1000400011266",4,0,6,5,23,0,0,0,8,0,0,15,0,1,1,0,0,0,3,0
"1000400011270",2,0,7,0,14,0,0,0,3,0,0,11,1,1,0,2,0,2,0,0
"1000400011285",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"100040001129A",0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1000400011302",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000400011317",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1000400011393",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400011410",1,0,2,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0
"1000400011425",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"100040001143A",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400011482",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1000400011571",0,0,4,0,8,0,0,0,2,0,0,3,1,1,0,0,0,0,0,0
"1000400011586",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000400011603",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"1000400011618",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400011675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"1000400011694",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"1000400161143",2,0,5,3,45,0,0,0,3,1,0,6,0,4,0,0,0,2,2,0
"1000400161158",1,0,4,6,45,0,0,0,7,0,0,10,2,1,0,0,2,3,3,2
"1000400161321",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400161336",0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000400161340",0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1000400161529",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400161552",0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000400161656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000400301069",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1000400440770",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1000400511069",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000400741444",1,0,4,0,14,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
"1000400741459",0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1000400741463",1,0,14,0,26,1,0,0,5,1,4,8,0,2,0,0,0,1,2,0
"1000400741478",0,0,5,1,20,0,0,0,0,0,1,5,0,2,0,0,0,0,0,0
"1000401410770",0,0,0,0,2,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
"100040248086A",0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1
"100040321086A",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"100040322086A",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1000403350874",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1000403730925",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"1000403750770",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1000403870817",0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1000403971001",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1000500010015",2,0,39,7,119,1,0,0,26,0,0,63,3,6,3,5,4,7,10,1
"100050001002A",0,0,23,5,67,2,0,0,13,1,0,37,6,5,7,1,3,3,5,2
"1000500010034",1,0,29,6,38,4,0,0,5,0,0,26,5,6,8,4,7,1,10,2
"1000500010053",0,0,15,2,35,1,0,0,20,1,0,19,0,2,0,6,2,2,4,1
"1000500010068",7,0,19,10,35,2,0,0,4,1,0,31,12,6,5,3,5,5,22,1
"1000500010157",4,0,21,19,56,4,0,0,14,0,0,39,5,2,5,1,4,2,7,14
"1000500010176",14,0,51,11,65,7,0,0,35,1,0,84,46,19,8,6,4,7,78,4
"1000500010180",5,0,40,10,80,9,0,0,14,2,0,76,33,18,1,8,5,5,142,3
"1000500010208",3,0,24,4,67,4,0,0,8,6,0,31,22,6,16,4,10,2,46,2
"1000500010212",7,0,64,20,102,6,1,0,15,9,0,33,25,9,38,11,15,6,29,7
"1000500010227",6,0,36,17,65,3,0,0,15,0,3,72,9,4,9,7,7,2,9,8
"1000500010246",9,0,66,8,73,12,2,0,29,2,4,45,45,22,5,4,12,9,80,1
"1000500010250",22,0,176,21,540,8,0,5,49,6,0,136,51,19,41,18,14,22,60,2
"1000500010265",18,0,100,23,416,6,0,1,25,11,2,147,63,21,69,12,13,3,123,2
"1000500010299",6,0,146,34,746,2,0,2,48,1,0,159,14,16,20,10,21,10,48,8
"1000500010301",8,0,55,24,176,3,0,0,49,5,1,109,30,7,5,4,7,4,56,2
"1000500010316",4,0,10,3,24,3,0,0,10,0,0,19,12,4,4,1,1,1,28,1
"1000500010320",5,0,35,16,94,6,0,0,33,3,1,74,13,7,1,6,6,7,59,2
"1000500010354",0,0,24,9,67,4,1,0,21,1,0,36,1,3,4,0,2,2,5,0
"1000500010369",0,0,29,6,79,4,0,0,23,0,0,72,2,3,1,6,2,3,3,1
"1000500010373",16,0,20,3,26,6,0,0,12,3,2,23,4,14,7,4,2,9,13,1
"1000500010424",2,0,21,7,51,2,0,0,17,0,0,35,3,3,1,3,2,2,6,1
"1000500010439",0,0,23,4,58,1,0,0,16,0,0,35,3,1,2,0,2,1,9,2
"1000500010462",4,0,33,6,75,6,0,2,19,0,0,44,7,3,7,2,1,2,15,0
"1000500010481",0,0,8,0,32,0,0,0,10,0,0,15,1,1,0,0,1,1,1,0
"1000500010509",0,0,23,1,83,0,0,0,11,1,0,22,0,4,0,0,2,4,2,0
"1000500010513",2,0,21,3,54,1,0,0,12,0,0,27,2,3,6,3,2,2,6,2
"1000500011704",18,1,16,23,17,5,0,0,34,1,3,5,3,4,11,3,2,0,1,9
"1000500011738",0,0,30,5,48,0,0,0,14,2,0,32,1,2,2,2,1,0,3,0
"1000500011761",0,0,21,6,46,1,0,0,5,3,2,14,4,9,22,3,1,6,3,2
"1000500011780",0,0,4,1,45,0,0,0,5,0,0,11,1,0,0,0,2,1,3,0
"1000500011812",0,0,19,44,72,0,0,0,1,0,0,6,0,1,7,1,1,2,2,1
"1000500011827",0,0,19,1,38,0,0,0,11,0,0,17,2,5,0,0,2,1,4,0
"1000500011831",0,0,11,0,32,0,0,0,6,0,0,13,1,3,0,1,3,0,2,0
"1000500011846",0,0,9,1,43,0,0,0,7,0,0,17,0,4,0,0,0,2,1,0
"1000500011884",4,0,12,14,54,1,0,0,14,0,0,26,4,2,2,0,2,0,6,4
"1000500011973",0,0,32,1,82,0,0,0,15,0,0,32,0,9,2,0,4,1,9,1
"1000500012011",1,0,15,4,38,0,0,0,9,0,0,15,0,6,0,0,0,2,4,0
"1000500012030",1,0,34,0,45,4,0,0,8,3,0,20,4,9,3,6,1,2,12,0
"1000500012098",12,0,37,8,81,0,0,0,15,2,0,44,11,7,6,4,0,3,22,3
"1000500012115",0,0,15,2,47,0,0,0,10,0,0,14,1,5,0,0,0,1,2,0
"100050001212A",0,0,8,3,45,0,0,0,15,0,0,13,0,0,0,1,2,3,2,0
"1000500012134",2,0,46,7,111,0,0,0,23,0,0,38,2,10,1,1,4,2,7,1
"1000500012149",0,0,25,5,84,0,0,1,14,0,0,27,0,0,0,1,1,2,5,1
"1000500012153",1,0,2,0,13,1,0,0,1,0,0,3,0,11,0,0,0,0,1,0
"1000500012172",2,0,16,4,36,2,0,0,6,0,0,18,5,5,6,3,2,1,6,1
"1000500012187",1,1,7,0,17,1,0,0,1,0,0,12,3,1,0,1,0,0,5,2
"1000500012191",0,0,2,0,33,0,0,0,4,0,0,9,0,3,0,2,0,1,1,0
"1000500012204",0,0,9,2,41,0,0,0,14,0,0,32,3,3,1,2,2,2,4,2
"1000500012223",1,0,6,1,38,0,0,0,10,0,0,8,1,3,1,0,0,1,4,1
"1000500012238",0,0,11,1,29,0,0,0,9,0,0,13,2,2,0,2,0,1,2,2
"1000500012242",10,1,25,5,67,5,0,0,15,0,0,35,5,7,7,3,2,1,13,1
"1000500012276",1,0,11,2,32,1,0,0,9,2,0,28,0,3,0,5,1,0,3,0
"1000500012280",1,0,15,0,28,0,0,0,6,2,0,24,2,4,0,0,1,0,7,0
"1000500012295",0,0,6,2,30,0,0,0,8,0,0,19,1,0,0,0,3,1,8,0
"1000500012308",0,0,5,2,47,0,0,0,11,0,0,15,2,1,2,2,1,0,6,1
"1000500012312",0,0,7,4,31,0,0,0,9,0,0,15,1,0,0,0,0,0,1,0
"1000500012327",0,0,16,4,34,0,0,0,11,0,0,14,1,3,3,0,2,3,7,0
"1000500012350",3,0,22,0,33,1,0,0,12,0,0,24,11,8,2,4,1,1,18,0
"1000500012365",11,0,32,2,18,1,0,1,6,1,0,9,2,16,1,0,2,0,14,0
"100050001237A",0,0,16,4,27,0,0,0,4,2,0,14,5,7,9,0,3,0,17,0
"1000500012384",6,2,31,10,75,5,0,0,20,2,0,44,17,9,19,4,10,1,44,1
"1000500012399",2,0,20,5,26,1,0,0,7,0,0,26,3,3,4,1,1,1,7,6
"1000500012401",0,0,13,3,33,2,0,0,15,1,0,23,1,0,0,3,2,3,5,0
"1000500012420",2,0,22,0,15,5,0,0,2,1,2,7,1,3,3,2,0,4,3,0
"1000500012435",17,0,36,2,62,1,0,2,8,2,1,38,76,13,13,5,8,3,33,1
"100050001244A",1,0,4,0,33,0,0,0,14,0,0,18,11,7,2,3,4,1,8,0
"1000500012454",0,0,4,6,29,2,0,0,7,2,0,23,7,4,1,2,0,1,6,1
"1000500012469",1,0,17,8,25,2,0,0,8,0,0,21,3,1,0,2,4,1,7,0
"1000500012473",0,0,13,5,50,0,0,0,10,1,0,29,8,4,2,0,2,2,10,0
"1000500012488",0,0,6,0,30,2,0,0,5,0,0,18,1,0,1,1,1,1,6,0
"1000500012492",0,0,38,15,96,1,0,0,27,1,0,71,7,6,0,1,2,0,11,0
"1000500012505",1,0,23,6,51,1,0,0,22,0,0,50,8,4,1,2,4,4,13,1
"1000500012524",2,0,16,0,37,0,0,0,12,0,0,24,1,2,0,0,0,0,3,2
"1000500012539",7,0,36,12,69,1,0,0,16,1,0,36,2,2,2,6,2,1,5,5
"1000500012543",1,0,13,6,39,0,0,0,6,0,0,25,4,4,5,0,1,1,7,0
"1000500012558",1,0,27,4,39,2,0,0,12,0,0,46,3,10,0,0,2,2,3,1
"1000500012562",0,0,18,7,47,0,0,0,26,0,0,27,0,4,0,2,2,1,1,0
"1000500012577",0,0,10,3,33,0,0,0,44,0,1,20,0,1,1,0,0,1,3,1
"1000500012581",0,0,22,7,61,3,0,0,54,0,0,42,2,0,1,3,2,1,1,0
"1000500012596",1,0,20,0,37,0,0,0,12,0,0,17,0,3,0,1,0,1,3,1
"1000500012609",0,0,7,1,16,1,0,0,7,0,0,12,2,3,0,0,0,2,2,1
"1000500012613",0,0,20,7,51,4,0,0,18,1,0,34,1,4,1,8,1,0,5,0
"1000500012632",0,0,4,2,10,1,0,0,5,0,0,8,1,1,0,0,1,0,1,1
"1000500012647",0,1,11,0,42,0,0,0,11,0,0,20,0,2,1,2,0,2,3,0
"1000500012651",1,0,17,3,53,0,0,0,23,0,0,35,3,3,2,3,5,0,0,0
"1000500012666",0,0,13,0,24,2,0,0,5,0,0,15,4,4,0,1,0,1,1,2
"1000500012670",0,0,5,0,35,0,0,0,11,0,0,9,0,3,0,0,2,2,7,0
"100050001269A",1,0,22,3,39,3,0,0,8,0,0,22,6,3,4,3,0,2,6,3
"1000500012702",3,0,25,2,50,2,0,0,17,0,0,26,5,6,5,4,3,0,3,0
"1000500012740",1,0,17,3,41,0,0,1,9,0,0,19,0,3,0,1,1,5,2,0
"1000500012755",0,0,10,2,37,0,0,0,7,0,0,21,0,4,0,0,1,2,0,0
"100050001276A",0,0,12,6,69,0,0,0,4,0,0,21,0,2,1,1,3,0,5,0
"1000500012774",0,0,6,4,37,2,0,0,23,0,0,15,0,0,1,1,1,2,2,0
"1000500012789",0,0,25,10,59,2,0,0,21,0,0,48,8,2,2,2,4,4,10,0
"1000500012793",0,0,7,2,32,1,0,0,17,0,0,19,2,2,0,0,1,2,2,2
"1000500012806",0,0,19,3,47,3,0,0,19,0,0,35,1,3,0,1,0,3,3,0
"1000500012810",0,0,12,1,22,0,0,0,5,0,0,17,0,2,0,3,3,0,2,0
"1000500012825",0,0,19,0,57,0,0,0,14,0,0,24,0,3,1,2,3,2,6,0
"100050001283A",0,0,3,3,32,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0
"1000500013467",0,0,22,2,45,1,0,0,11,0,0,24,2,5,0,0,0,5,1,3
"1000500013471",0,0,4,6,18,1,0,0,45,0,0,14,0,0,0,1,1,0,0,0
"1000500013522",1,0,1,1,5,1,0,0,2,0,0,1,0,1,0,0,0,0,0,4
"1000500013541",2,0,27,1,47,0,0,1,9,0,0,26,1,0,0,1,3,0,7,1
"1000500013556",0,0,6,0,10,2,0,0,5,0,0,6,0,3,1,1,1,0,5,0
"1000500013560",0,0,28,0,77,1,0,0,16,0,0,32,3,3,0,1,2,1,1,0
