"LLAVE_AGEB","UNIVERSO_ACT_LEGISLATIVAS","UNIVERSO_AGRICULTURA","UNIVERSO_ALOJAMIENTO_ALIMENTOS_Y_BEBIDAS","UNIVERSO_COMERCIO_MAYOREO","UNIVERSO_COMERCIO_AL_POR_MENOR","UNIVERSO_CONSTRUCCION","UNIVERSO_CORPORATIVOS","UNIVERSO_ELECTRICIDAD_AGUA_Y_GAS","UNIVERSO_IND_MANOFACTURA","UNIVERSO_INF_MEDIOS_MASIVOS","UNIVERSO_MINERIA","UNIVERSO_SERVICIOS_EXCEPTO_GUBERNAMENTALES","UNIVERSO_SERVICIOS_CIENTIFICOS","UNIVERSO_SERVICIOS_EDUCACION","UNIVERSO_SERVICIOS_FINANCIEROS_Y_SEGUROS","UNIVERSO_SERVICIOS_INMOBILIARIOS_Y_ALQUILER","UNIVERSO_SERVICIOS_NEGOCIOS","UNIVERSO_SERVICIOS_RECREATIVOS","UNIVERSO_SERVICIOS_SALUD","UNIVERSO_TRANSPORTE_CORREOS_Y_ALMACENAMIENTO"
"1503300011487",1,0,31,3,140,0,0,1,26,0,0,65,4,7,5,6,6,1,6,0
"1503300011491",1,0,30,8,150,0,0,1,30,0,0,70,6,14,1,6,1,6,20,1
"1503300011504",0,0,42,6,140,3,0,0,27,1,0,66,2,8,2,2,5,0,6,1
"1503300011523",4,0,11,0,39,2,0,0,8,0,0,16,3,6,0,1,0,1,5,0
"1503300011542",0,0,36,5,142,0,0,0,25,0,0,51,3,14,7,4,1,4,15,1
"1503300011576",0,0,46,7,248,0,0,0,38,0,0,81,4,12,1,2,5,5,11,0
"1503300011580",4,0,7,0,25,0,0,0,9,1,0,10,1,3,0,0,0,0,1,0
"1503300011595",1,0,47,5,205,0,0,0,41,0,0,79,5,4,0,3,3,3,19,0
"1503300011608",0,0,31,4,110,2,0,0,27,0,0,50,0,9,0,2,4,1,12,0
"1503300011631",1,0,52,15,328,1,0,0,38,2,0,79,5,12,1,4,7,6,16,1
"1503300011699",2,0,5,1,78,1,0,0,9,1,0,8,0,4,0,0,0,0,3,1
"1503300011716",2,0,83,9,306,0,0,1,16,5,0,42,5,6,45,4,5,3,18,1
"1503300011720",1,0,36,10,93,0,0,0,21,0,0,36,4,5,2,4,4,1,18,1
"1503300011735",1,0,24,8,149,0,0,0,28,0,0,64,5,6,0,2,10,4,14,0
"150330001174A",0,0,30,4,98,0,0,0,14,0,0,53,2,11,3,1,2,2,8,0
"1503300011754",2,0,59,9,177,0,0,0,52,0,0,84,4,14,0,7,5,6,13,0
"1503300011769",1,0,21,3,126,0,0,1,19,0,0,35,1,4,0,0,3,2,11,0
"1503300011773",4,0,79,4,181,4,0,1,14,2,0,56,12,7,13,1,6,16,21,0
"1503300011788",0,0,32,1,75,0,0,0,13,0,0,38,2,4,0,1,4,2,5,0
"1503300011792",5,0,39,8,238,0,0,0,36,0,0,74,3,8,0,2,11,3,13,0
"1503300011805",0,0,17,4,103,0,0,1,22,1,0,30,0,6,0,0,2,3,3,0
"150330001181A",0,0,19,0,48,3,0,0,8,0,0,26,0,8,1,1,2,1,12,0
"1503300011824",2,0,22,3,87,0,0,0,19,0,0,40,2,6,0,0,5,3,10,0
"1503300011858",0,0,37,4,165,0,0,0,35,0,0,86,7,8,2,3,4,4,11,0
"1503300011862",0,0,16,1,78,0,0,0,15,0,0,22,1,1,0,0,1,3,3,0
"1503300011877",1,0,35,19,189,0,0,0,46,0,0,92,4,16,0,3,5,11,17,1
"1503300011881",2,0,40,5,133,0,0,0,28,0,0,63,5,11,0,0,6,4,14,0
"1503300011896",0,0,4,2,68,0,0,0,23,0,0,19,0,4,0,1,5,1,10,0
"1503300011909",0,0,23,2,125,0,0,0,20,1,0,28,2,6,1,0,2,4,1,0
"1503300011913",0,0,18,7,118,0,0,1,14,0,0,26,3,5,0,0,6,1,0,0
"1503300011928",0,0,31,11,159,0,0,0,46,0,0,89,4,14,2,5,2,3,7,1
"1503300011932",2,0,32,7,139,2,0,0,36,0,0,47,3,9,0,2,3,4,21,1
"1503300011947",1,0,17,2,87,0,0,0,17,0,0,33,1,4,0,0,1,3,6,0
"1503300011951",2,0,1,1,43,0,0,0,11,0,0,11,1,4,0,1,2,3,4,0
"1503300011966",0,0,28,5,153,3,0,0,24,0,0,45,3,8,0,2,1,5,5,0
"1503300011970",0,0,39,5,161,0,0,0,36,0,0,49,2,8,2,2,6,3,11,1
"1503300011985",1,0,5,4,33,0,0,0,4,0,0,4,1,2,3,1,2,0,2,1
"150330001199A",0,0,15,0,79,2,0,0,15,0,0,30,3,4,0,1,0,0,8,0
"1503300012004",2,0,15,0,69,0,0,0,2,1,0,18,1,8,0,2,0,2,3,0
"1503300012019",0,0,11,3,50,0,0,0,12,0,0,16,3,2,0,2,2,0,2,0
"1503300012023",0,0,17,7,103,0,0,0,10,0,0,34,1,3,0,1,2,0,1,0
"1503300012042",0,0,25,4,104,0,0,0,22,0,0,35,2,4,0,2,3,2,9,1
"1503300012057",3,0,32,4,92,0,0,0,23,1,0,53,6,5,3,4,12,1,14,0
"1503300012061",0,0,8,4,128,0,0,1,11,0,0,24,1,6,1,1,1,3,7,0
"1503300012076",1,0,46,11,172,1,0,0,27,0,0,65,2,7,4,5,4,6,14,0
"1503300012080",0,0,12,4,50,0,0,0,12,1,0,31,0,3,3,2,2,1,5,0
"1503300012095",0,0,38,2,146,1,0,1,11,1,0,36,3,16,0,4,3,4,8,0
"1503300012112",0,0,72,5,263,2,0,0,56,0,0,102,6,18,2,7,9,6,29,2
"1503300012150",0,0,26,1,213,0,0,1,26,0,0,42,4,7,0,0,9,0,11,0
"1503300012165",0,0,15,6,122,0,0,0,17,0,0,26,4,7,0,3,2,2,8,0
"1503300012199",0,0,35,10,216,0,0,0,26,0,0,42,1,5,0,5,3,4,7,0
"1503300012201",2,0,33,7,199,0,0,1,26,1,0,51,6,8,0,3,6,7,6,0
"1503300012216",0,0,37,2,250,0,0,1,42,0,0,62,4,17,1,6,9,2,13,1
"1503300012220",1,0,9,2,80,1,0,0,11,0,0,13,0,3,0,3,6,1,3,0
"1503300012235",0,0,34,13,169,0,0,0,41,1,0,64,2,12,0,4,9,6,14,2
"150330001224A",0,0,12,3,90,1,0,0,14,0,0,22,0,2,0,2,7,2,3,0
"1503300012254",0,0,7,2,77,0,0,1,13,0,0,14,0,3,0,1,4,2,1,0
"1503300012269",1,0,22,5,93,0,0,0,19,0,0,30,0,4,0,2,0,3,8,0
"1503300012273",2,0,66,7,141,0,0,0,20,2,0,32,1,6,12,6,5,3,10,1
"1503300012288",1,0,41,16,142,0,0,0,17,2,0,55,3,21,0,8,3,4,9,0
"1503300012292",2,0,27,14,110,2,0,0,43,1,0,47,3,10,0,2,3,11,11,2
"1503300012305",0,0,34,10,174,0,0,0,25,1,0,54,3,4,2,1,3,2,5,0
"150330001231A",1,0,41,8,163,0,0,0,26,0,0,54,4,6,1,3,3,5,13,0
"1503300012324",1,0,22,6,61,0,0,0,15,0,0,38,2,9,2,1,6,3,15,0
"1503300012339",0,0,8,7,48,0,0,0,27,1,0,27,1,1,0,3,1,4,7,0
"1503300012343",1,0,14,6,53,0,0,0,10,0,0,31,1,4,13,2,0,2,7,0
"1503300012358",1,0,32,4,100,0,0,0,30,0,0,64,7,12,8,7,4,1,26,0
"1503300012362",0,0,17,8,89,1,0,0,9,0,0,24,0,1,0,1,3,3,7,0
"1503300012377",0,0,15,3,60,0,0,0,16,0,0,24,1,0,0,0,3,1,1,0
"1503300012428",0,0,9,0,96,0,0,0,12,0,0,14,0,4,0,1,4,2,3,1
"1503300012432",0,0,21,3,101,0,0,0,23,0,0,37,0,3,0,3,3,2,4,0
"1503300012447",0,0,11,2,80,0,0,0,10,0,0,17,2,5,0,4,3,1,1,0
"1503300012451",0,0,7,1,25,0,0,0,1,0,0,8,0,4,1,0,1,2,4,0
"1503300012485",0,0,8,5,72,0,0,0,10,0,0,14,0,2,1,1,3,1,3,0
"150330001249A",3,0,2,0,6,0,0,1,1,0,0,2,0,0,0,0,0,1,1,0
"1503300012502",0,0,7,0,33,0,0,0,3,0,0,6,0,3,0,0,0,1,3,0
"1503300012517",2,0,3,0,8,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0
"1503300012521",3,0,9,5,39,0,0,1,4,0,0,10,0,4,3,0,3,1,1,0
"150330001256A",0,0,8,0,40,0,0,0,5,0,0,3,2,5,0,0,0,1,0,0
"1503300012574",0,0,11,5,140,0,0,0,15,0,0,16,1,12,0,0,2,4,3,0
"1503300012589",0,0,0,3,58,0,0,0,4,0,0,5,0,0,0,0,3,1,1,0
"1503300012593",0,0,20,4,90,0,0,0,10,2,0,23,2,6,8,3,2,3,3,1
"1503300012610",0,0,11,2,85,0,0,0,3,0,0,14,1,5,1,0,1,1,2,2
"1503300012644",0,0,16,9,53,0,0,0,16,0,0,26,0,2,1,1,0,2,1,1
"1503300012659",0,0,9,3,76,0,0,0,11,0,0,11,0,5,0,0,2,1,0,0
"1503300012697",1,0,24,1,145,0,0,1,21,0,0,33,1,7,0,0,4,0,4,1
"150330001270A",1,0,9,2,110,1,0,1,13,0,0,15,0,2,0,2,0,2,1,0
"1503300012729",0,0,6,2,13,0,0,0,3,0,0,2,0,0,0,0,1,0,0,0
"1503300012733",0,0,10,2,48,0,0,0,13,0,0,8,0,3,0,1,1,1,1,1
"1503300012748",1,0,15,3,102,0,0,1,12,0,0,22,1,12,0,0,5,2,4,0
"1503300012752",0,0,3,2,42,0,0,0,3,0,0,6,1,0,0,0,1,1,0,0
"1503300012790",0,0,47,20,181,0,0,0,46,1,0,91,3,8,0,4,7,8,18,3
"1503300012803",2,0,47,19,235,0,0,1,43,0,0,85,7,6,3,6,10,10,15,3
"1503300012818",2,0,34,4,92,1,0,0,25,0,0,54,0,6,1,0,4,4,8,0
"1503300012822",2,0,35,3,101,0,0,2,33,0,0,42,1,6,0,1,3,9,14,0
"1503300012837",0,0,16,3,93,0,0,0,28,1,0,27,2,2,0,1,3,2,4,0
"1503300012841",4,0,22,16,114,2,0,0,22,1,0,53,1,10,0,5,6,4,8,1
"1503300012856",0,0,25,3,29,0,0,0,7,1,0,12,2,2,1,2,7,0,5,1
"1503300012860",0,0,10,1,35,0,0,0,9,0,0,25,2,7,0,1,0,0,0,1
"1503300012875",0,0,8,3,38,0,0,0,7,0,0,13,0,4,2,1,1,1,4,1
"150330001288A",0,0,11,6,75,0,0,2,23,0,0,26,0,1,0,1,2,2,1,0
"1503300012894",0,0,16,5,99,0,0,0,26,0,0,31,1,4,0,2,2,2,6,0
"1503300012907",0,0,36,10,132,1,0,0,14,0,0,51,1,3,1,5,1,1,10,0
"1503300012911",0,0,41,15,90,2,0,0,15,5,0,45,7,11,14,10,3,5,17,1
"1503300012926",1,0,25,3,40,2,0,1,15,0,0,38,0,5,0,0,1,3,6,0
"1503300012930",1,0,5,0,12,0,0,2,0,0,0,4,0,3,0,0,0,0,2,0
"1503300012945",0,0,29,4,169,0,0,0,19,0,0,57,1,6,0,5,3,3,10,0
"150330001295A",0,0,11,0,63,0,0,0,9,0,0,25,1,1,0,0,1,0,1,0
"1503300012964",1,0,13,4,83,0,0,0,17,0,0,18,3,7,0,1,3,1,7,0
"1503300012979",0,0,13,1,87,0,0,0,5,0,0,12,0,1,0,2,3,1,1,0
"1503300012983",0,0,20,2,64,1,0,0,19,1,0,22,2,0,0,1,1,1,3,0
"1503300012998",0,0,4,3,63,0,0,0,10,0,0,13,1,0,0,0,0,2,0,0
"1503300013002",1,0,24,11,122,2,0,0,18,0,0,43,3,7,0,1,3,4,6,0
"1503300013017",0,0,18,3,93,0,0,0,14,1,0,14,0,2,0,1,5,4,3,0
"1503300013021",0,0,33,5,85,1,0,0,17,0,0,46,4,12,2,1,3,4,16,0
"1503300013036",0,0,23,3,71,0,0,0,18,0,0,34,3,3,0,0,1,3,8,0
"1503300013040",0,0,21,4,93,0,0,0,9,0,0,47,1,8,3,2,1,6,6,1
"1503300013055",2,0,23,5,92,3,0,0,16,0,0,65,5,10,0,5,7,2,17,0
"150330001306A",0,0,16,1,81,0,0,3,11,0,0,22,1,5,0,1,1,0,3,0
"1503300013074",2,0,13,2,71,0,0,0,9,0,0,13,0,4,0,0,2,1,2,0
"1503300013089",0,0,1,1,39,0,0,0,8,0,0,22,0,0,1,0,0,1,1,0
"1503300013093",1,0,9,1,85,0,0,0,8,1,0,17,1,2,0,1,2,2,2,0
"1503300013106",0,0,17,1,108,0,0,0,15,0,0,27,0,4,0,0,3,3,4,0
"1503300013110",0,0,31,3,148,0,0,0,22,0,0,24,4,6,0,2,4,6,6,0
"1503300013125",0,0,14,1,69,0,0,0,15,0,0,18,0,1,0,2,2,1,0,0
"150330001313A",0,0,19,2,78,0,0,0,15,0,0,19,0,2,0,0,3,0,3,0
"1503300013144",0,0,7,2,71,0,0,0,13,0,0,11,0,4,0,1,0,2,2,0
"1503300013159",0,0,39,1,131,0,0,0,44,0,0,34,4,8,4,5,3,4,11,1
"1503300013163",0,0,5,0,28,0,0,0,5,0,0,6,1,2,0,0,0,0,1,0
"1503300013178",0,0,13,1,66,0,0,0,18,0,0,16,2,5,1,3,1,1,4,0
"1503300013182",0,0,25,3,93,0,0,1,9,0,0,34,1,5,0,3,1,2,4,0
"1503300013197",0,0,20,4,72,0,0,0,25,0,0,55,0,9,1,4,3,0,17,0
"150330001320A",2,0,23,0,62,0,0,0,11,0,0,39,0,6,0,4,1,2,3,0
"1503300013229",0,0,24,7,132,0,0,0,35,0,0,29,2,0,0,5,2,0,3,1
"1503300013233",3,0,24,4,100,0,0,1,19,0,0,64,1,7,0,2,6,1,9,1
"1503300013248",1,0,24,4,98,0,0,0,27,1,0,68,4,10,0,3,4,4,9,1
"1503300013252",1,0,12,5,82,0,0,1,14,1,0,32,0,3,3,1,1,0,3,1
"1503300013267",0,0,6,2,66,0,0,0,7,0,0,10,0,1,0,0,1,0,1,0
"1503300013271",1,0,13,10,82,0,0,1,17,1,0,38,2,4,1,3,2,1,7,1
"1503300013286",0,0,21,3,136,0,0,0,13,0,0,45,2,1,0,1,5,1,4,0
"1503300013290",2,0,12,2,85,0,0,1,7,0,0,20,1,5,0,0,2,1,5,0
"1503300013303",0,0,7,0,113,0,0,0,9,0,0,24,0,7,0,1,2,0,2,0
"1503300013318",2,0,12,2,59,0,0,0,7,0,0,17,1,1,0,1,2,1,0,0
"1503300013322",1,0,15,1,101,0,0,0,7,0,0,17,2,4,0,0,3,2,5,0
"1503300013337",0,0,9,2,126,0,0,0,18,0,0,15,0,5,0,3,3,4,3,0
"1503300013341",0,0,17,2,204,0,0,1,24,0,0,43,0,0,0,0,3,1,1,0
"1503300013356",0,0,6,3,39,0,0,0,10,0,0,5,0,5,0,0,0,0,3,0
"1503300013360",0,0,11,1,97,0,0,1,13,0,0,15,0,3,0,0,2,2,0,0
"1503300013375",0,0,15,2,90,0,0,0,13,0,0,19,2,2,1,1,0,2,5,0
"150330001338A",0,0,19,1,177,0,0,0,26,0,0,28,1,9,0,0,4,2,2,0
"1503300013394",0,0,4,1,61,0,0,1,3,0,0,6,0,1,0,0,1,0,1,0
"1503300013407",1,0,0,0,15,0,0,0,3,1,0,2,0,2,0,0,0,1,0,0
"1503300013411",0,0,4,1,68,0,0,2,8,0,0,8,1,1,0,1,0,3,0,0
"1503300013426",1,0,11,2,107,0,2,0,13,0,0,15,0,5,0,1,3,1,0,0
"1503300013430",0,0,8,1,66,0,0,0,14,0,0,21,0,0,0,2,2,0,3,0
"1503300013445",0,0,16,14,64,0,0,1,12,2,0,31,2,2,13,0,2,4,7,1
"150330001345A",1,0,31,2,139,0,0,0,21,4,0,43,6,8,0,2,5,7,14,1
"1503300013464",2,1,117,125,554,1,0,2,40,1,0,106,10,5,20,2,12,12,7,4
"1503300013483",0,0,17,1,128,0,0,3,14,1,0,19,1,2,0,1,3,2,3,0
"1503300013498",0,0,6,2,99,0,0,0,12,0,0,14,0,1,0,2,1,1,2,0
"1503300013500",0,0,6,1,93,2,0,1,14,0,0,32,1,5,0,1,2,1,6,0
"1503300013515",0,0,33,6,167,0,0,2,25,0,0,48,4,15,0,2,4,3,12,1
"1503300013534",2,0,47,16,134,0,0,1,22,2,0,48,5,5,17,3,1,3,10,3
"1503300013549",4,0,53,1,85,1,0,0,25,0,0,56,3,15,2,3,3,6,10,0
"1503300013553",0,0,7,0,17,0,0,0,11,0,0,7,1,2,0,0,1,0,5,0
"1503300013568",0,0,26,2,67,0,0,0,11,0,0,13,2,1,0,0,5,2,8,0
"1503300013572",0,0,19,5,108,0,0,0,10,0,0,12,2,4,1,0,4,3,3,0
"1503300013587",1,0,26,2,136,0,0,0,15,0,0,30,0,5,0,1,1,3,5,0
"1503300013591",15,0,29,6,44,1,0,1,4,0,0,18,38,4,5,0,6,0,0,2
"1503300013604",0,0,11,1,82,0,0,0,20,0,0,24,0,2,1,0,2,1,0,0
"1503300013619",0,0,15,0,63,0,0,0,7,0,0,23,1,4,0,2,4,1,6,0
"1503300013623",0,0,10,2,102,1,0,1,25,0,0,27,0,5,0,0,4,0,8,0
"1503300013638",0,0,37,5,172,0,0,1,37,0,0,48,2,7,0,2,4,3,12,0
"1503300013642",0,0,31,3,137,0,0,1,27,0,0,30,2,5,4,2,5,5,11,1
"1503300013657",0,0,32,11,162,0,0,0,41,0,0,59,2,8,0,2,9,2,6,0
"1503300013661",1,0,18,3,93,0,0,0,18,1,0,36,4,6,0,2,4,3,13,0
"1503300013676",0,0,9,5,59,0,0,0,13,0,0,35,2,2,0,2,2,2,8,0
"1503300013680",0,0,32,5,75,1,0,0,9,0,0,24,4,10,6,0,1,4,8,0
"1503300013695",3,0,2,1,7,1,0,0,2,0,0,3,0,3,0,0,0,0,1,0
"1503300013746",0,0,5,2,63,0,0,0,7,0,0,4,0,2,0,0,0,1,0,0
"1503300013750",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300013765",0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0
"150330001377A",0,0,1,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"1503300013784",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300013799",0,0,2,3,17,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0
"1503300013801",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300013816",0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300013835",0,0,12,3,68,0,0,1,10,0,0,15,0,4,0,2,3,1,4,1
"1503300013854",0,0,5,1,14,1,0,0,4,0,0,6,0,1,0,0,0,0,5,0
"1503300013869",0,0,14,11,69,0,0,0,12,0,0,23,1,11,0,3,1,1,5,0
"1503300013873",1,0,17,1,53,1,0,0,11,1,0,14,2,4,2,0,2,2,3,0
"1503300013888",1,0,36,6,126,0,0,0,41,1,0,58,1,5,3,2,6,5,8,1
"1503300013892",0,0,20,8,109,0,0,0,19,0,0,32,2,11,0,1,1,1,6,0
"1503300013905",0,0,13,14,112,1,0,1,7,0,0,34,2,7,0,1,2,4,4,0
"150330001391A",0,0,15,4,61,0,0,0,15,0,0,19,1,2,1,0,2,0,1,0
"1503300013939",1,0,25,14,137,1,0,1,23,1,0,32,2,12,3,0,6,1,1,1
"1503300013943",0,0,14,6,34,0,0,0,4,0,0,10,0,0,4,0,1,2,0,0
"1503300013962",0,0,18,1,111,1,0,0,16,0,0,39,1,3,0,1,3,2,5,0
"1503300013977",0,0,19,4,68,1,0,1,22,1,0,35,4,3,2,0,2,2,4,1
"1503300013981",0,0,5,1,8,1,0,0,2,0,0,8,1,4,0,0,0,0,0,0
"1503300013996",0,0,4,0,40,0,0,0,3,0,0,17,0,2,0,0,1,0,5,0
"150330001402A",0,0,0,0,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
"1503300014053",0,0,1,0,48,0,0,0,7,0,0,11,0,2,0,0,0,0,0,0
"1503300014068",2,0,8,1,68,0,0,0,5,0,0,10,0,7,0,0,2,0,2,0
"1503300014072",0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"1503300014087",0,0,2,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0
"1503300014104",0,0,4,2,50,0,0,0,9,1,0,18,0,1,0,1,0,0,0,0
"1503300014142",1,0,29,0,84,1,0,1,9,0,0,28,0,5,0,1,2,2,5,0
"1503300014227",1,0,24,1,125,1,0,0,9,0,0,25,0,7,1,0,3,3,3,0
"1503300014231",1,0,10,2,57,0,0,0,8,0,0,12,0,3,0,0,1,2,3,0
"1503300014335",0,0,8,0,45,0,0,0,7,0,0,14,0,6,0,0,2,0,1,0
"150330001434A",0,0,16,4,72,0,0,0,14,2,0,16,0,6,2,1,6,2,3,0
"1503300014354",0,0,22,4,78,0,0,0,15,0,0,35,0,3,0,0,4,2,8,0
"1503300014369",0,0,3,4,17,0,0,0,1,0,0,13,1,1,0,0,0,0,2,0
"1503300014373",0,0,11,2,77,0,0,0,16,0,0,19,1,0,1,1,4,3,2,0
"1503300014388",1,0,17,0,74,0,0,0,14,0,0,7,2,0,0,1,4,2,1,1
"1503300014392",0,0,5,1,58,0,0,0,12,2,0,14,1,1,0,1,1,1,1,1
"1503300014405",0,0,9,4,99,0,0,0,21,0,0,19,0,7,0,1,3,2,0,0
"150330001441A",0,0,16,11,95,0,0,0,15,0,0,14,0,0,0,4,1,1,3,0
"1503300014424",0,0,9,5,78,0,0,0,19,0,0,25,0,2,0,1,1,5,2,0
"1503300014439",0,0,18,16,95,0,0,0,20,0,0,21,0,6,0,0,1,0,1,0
"1503300014443",0,0,6,12,86,1,0,0,19,0,0,16,0,2,0,0,1,1,1,0
"1503300014458",0,0,43,31,215,0,0,0,32,1,0,55,3,3,1,3,4,7,7,0
"1503300014462",0,0,2,4,37,1,0,0,22,0,0,25,2,5,0,1,3,2,7,0
"1503300014477",0,0,29,22,167,0,0,0,40,0,0,63,1,3,1,5,3,4,4,0
"1503300014481",0,0,15,7,29,0,0,0,11,3,0,8,1,4,4,0,1,2,3,1
"1503300014496",0,0,7,0,29,0,0,0,5,0,0,7,0,6,0,1,1,0,0,0
"1503300014509",0,0,20,5,108,1,0,0,19,0,0,26,1,11,3,2,6,3,3,0
"1503300014513",0,0,16,11,106,0,0,0,22,0,0,34,1,2,0,4,3,2,3,0
"1503300014528",0,0,37,8,129,0,0,1,27,0,0,56,3,5,0,6,2,1,7,0
"1503300014532",0,0,20,8,83,0,0,0,13,0,0,32,0,3,0,3,3,2,4,0
"1503300014547",1,0,32,16,122,0,0,0,30,0,0,53,2,6,0,11,3,1,5,0
"1503300014551",0,0,20,16,123,0,0,1,27,0,0,59,3,6,2,0,1,1,4,1
"1503300014566",0,0,12,4,125,0,0,0,17,1,0,25,1,5,0,1,4,3,3,0
"1503300014570",1,0,15,4,68,0,0,0,6,1,0,19,1,13,0,0,4,3,3,1
"1503300014585",0,0,37,7,127,0,0,0,22,1,0,51,5,9,3,0,4,3,5,1
"150330001459A",0,0,3,0,11,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
"1503300014602",0,0,5,2,42,0,0,0,7,0,0,12,1,4,2,1,2,0,2,1
"1503300014617",0,0,22,5,49,0,1,1,4,0,0,14,1,5,2,0,0,0,2,0
"1503300014621",0,0,12,3,69,0,0,1,13,0,0,22,1,4,0,1,4,1,3,0
"1503300014636",0,0,33,3,96,2,0,0,12,0,0,28,1,9,0,3,2,1,5,0
"1503300014640",0,0,14,1,48,0,0,0,11,0,0,18,1,3,0,1,1,1,3,0
"1503300014655",0,0,31,2,131,0,0,0,25,0,0,40,2,9,1,1,4,3,6,0
"150330001466A",2,0,25,1,83,2,0,1,20,1,0,50,3,8,3,1,2,1,12,0
"1503300014674",0,0,6,0,47,2,0,0,6,0,0,10,1,2,0,1,2,2,1,0
"1503300014689",0,0,14,0,43,0,0,0,5,0,0,11,0,5,0,0,2,0,1,0
"1503300014693",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300014725",0,0,8,7,50,0,0,0,12,0,0,21,1,4,0,3,1,3,3,0
"150330001473A",1,0,10,0,37,0,0,3,3,2,0,5,0,0,11,1,3,0,2,0
"1503300014744",0,0,8,4,40,0,0,0,12,0,0,18,0,1,0,0,1,1,1,0
"1503300014759",1,0,58,16,198,0,0,0,21,3,0,62,3,9,24,4,2,1,15,6
"1503300014763",0,0,19,3,74,0,0,0,7,1,0,23,1,4,11,0,2,0,4,0
"1503300014778",0,0,13,0,78,1,0,0,12,0,0,14,1,2,0,0,3,3,0,0
"1503300014782",0,0,6,1,78,0,0,0,20,0,0,10,1,4,0,0,4,1,0,0
"1503300014797",0,0,12,5,88,0,0,0,19,0,0,28,1,1,0,1,2,3,3,0
"150330001480A",7,0,66,15,301,0,0,1,42,1,0,113,12,23,3,11,8,11,41,2
"1503300014814",3,0,12,0,45,0,0,0,7,0,0,19,0,6,0,1,3,1,3,0
"1503300014829",0,0,7,1,63,0,0,2,8,0,0,17,0,3,0,1,3,0,3,0
"1503300014848",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300014852",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300014867",0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1503300014871",0,0,14,0,42,0,0,0,6,0,0,13,0,5,0,0,0,0,3,0
"1503300014886",0,1,10,15,15,8,2,0,12,1,0,2,8,1,11,4,8,0,0,5
"1503300014890",2,0,20,1,29,0,0,0,1,0,0,10,3,4,0,1,1,1,9,0
"1503300014903",1,0,24,0,66,0,0,0,7,1,0,24,2,5,3,0,2,5,7,1
"1503300014918",0,0,22,0,53,0,0,0,7,0,0,25,5,10,1,1,5,0,7,0
"1503300014922",0,0,39,2,95,0,0,1,13,0,0,36,5,7,1,3,1,1,11,0
"1503300014937",0,0,26,1,54,1,0,0,6,0,0,36,3,3,0,0,1,0,6,0
"1503300014941",5,0,61,4,182,0,1,0,4,8,0,27,3,10,28,3,2,7,11,0
"1503300014956",0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503300014960",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"150330001498A",0,0,0,0,9,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0
"1503300014994",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"1503301992678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1503400010081",1,0,32,7,121,0,0,2,30,1,2,23,1,7,3,2,5,2,11,1
"1503400010096",0,0,11,3,93,0,0,0,26,0,1,17,1,6,0,3,2,1,4,0
"1503400040077",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1503400370077",0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
"1503500010036",1,0,74,10,318,0,0,1,27,1,0,76,10,15,17,1,9,8,18,1
"1503500010055",0,0,25,14,101,0,0,0,18,1,0,40,9,12,3,3,1,3,20,2
"1503500010178",0,0,7,0,38,0,0,0,4,1,0,6,2,1,1,2,1,1,2,2
"1503500010182",1,0,22,7,130,0,0,1,24,0,0,49,3,8,0,2,6,1,6,1
"1503500030572",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503500030587",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503500030604",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503500060426",0,0,15,0,89,0,0,0,10,1,0,14,1,8,0,2,2,1,1,0
